"id","female","age","demcand","educ","ftobama","liberal","candideol","candgen"
735,1,57,3,3,66,3,63,0
736,1,52,1,2,45,3,53,1
737,0,72,3,2,5,2,63,0
738,0,28,3,5,75,4,63,0
739,1,27,1,2,89,5,53,1
740,1,23,3,3,90,4,63,0
741,0,20,2,3,2,2,25,0
742,1,22,1,4,100,3,53,1
743,0,43,1,2,75,3,53,1
744,0,41,1,2,54,4,53,1
746,1,76,1,1,42,4,53,1
747,1,43,3,4,56,3,63,0
748,0,65,3,2,50,2,63,0
751,1,21,3,3,75,4,63,0
754,1,29,1,4,12,5,53,1
755,0,35,3,2,72,4,63,0
756,0,36,1,5,52,2,53,1
757,0,48,1,6,94,3,53,1
760,0,23,3,3,72,5,63,0
761,1,69,1,2,94,4,53,1
762,1,31,1,4,26,3,53,1
763,0,64,3,2,20,2,63,0
764,0,56,1,1,71,3,53,1
766,1,39,3,2,100,4,63,0
767,1,41,1,2,13,3,53,1
769,1,41,1,3,89,3,53,1
770,1,58,3,3,71,4,63,0
772,0,55,1,2,99,2,53,1
773,0,20,3,1,59,3,63,0
774,0,32,1,3,91,5,53,1
776,1,60,1,2,71,3,53,1
778,0,49,3,6,44,3,63,0
779,0,62,3,3,90,5,63,0
780,0,30,1,2,54,3,53,1
783,0,59,3,6,94,4,63,0
784,1,35,1,2,86,4,53,1
785,1,69,1,2,85,2,53,1
786,0,32,2,4,50,3,25,0
787,0,40,1,3,49,2,53,1
788,0,55,1,2,100,3,53,1
789,0,63,1,2,93,3,53,1
793,0,33,1,3,72,3,53,1
795,0,19,1,2,50,3,53,1
797,0,25,1,2,99,5,53,1
798,1,62,3,3,100,4,63,0
799,1,48,1,4,100,5,53,1
800,0,60,1,3,86,3,53,1
804,1,41,3,5,78,4,63,0
805,1,19,3,2,78,4,63,0
806,1,20,1,3,68,5,53,1
807,0,44,3,2,60,2,63,0
808,1,19,3,2,51,3,63,0
809,1,20,1,3,99,3,53,1
811,1,23,3,1,19,3,63,0
812,1,19,3,2,32,3,63,0
813,0,54,1,3,1,4,53,1
814,0,44,1,2,99,5,53,1
815,1,43,3,6,91,4,63,0
816,1,24,2,3,97,3,25,0
817,1,19,1,3,100,3,53,1
818,0,38,3,4,71,5,63,0
819,1,57,3,3,62,2,63,0
820,1,37,1,3,4,3,53,1
822,0,72,1,3,92,4,53,1
