ccode	year	GTDDomestic	Durable	GINI	logGNI	logpop	logarea	AggSF	ColdWar	ucdp_type2	ucdp_type3	chga_dem	geddes1	geddes3	geddes4	geddes5	FGTDDom
165	1978	0	5	48.4	7.408513	1.064711	12.06463	0	1	0	0	0	0	0	0	0	0
165	1979	0	6	48	7.768597	1.068153	12.06463	0	1	0	0	0	0	0	0	0	0
165	1980	0	7	47.4	8.084729	1.075002	12.06463	0	1	0	0	0	0	0	0	0	0
165	1981	0	8	47.3	8.192181	1.081805	12.06463	0	1	0	0	0	0	0	0	0	0
165	1982	0	9	47.6	7.970571	1.088562	12.06463	0	1	0	0	0	0	0	0	0	0
165	1983	0	10	47.9	7.384269	1.095273	12.06463	0	1	0	0	0	0	0	0	0	4
165	1984	4	11	47.8	7.30727	1.10194	12.06463	0	1	0	0	0	0	0	0	0	2
165	1985	2	0	47.7	7.282053	1.10194	12.06463	0	1	0	0	1	0	0	0	0	2
165	1986	2	1	47.2	7.519432	1.108563	12.06463	0	1	0	0	1	0	0	0	0	0
165	1987	0	2	46.6	7.74811	1.115142	12.06463	0	1	0	0	1	0	0	0	0	0
165	1988	0	3	46.4	7.773207	1.121678	12.06463	0	1	0	0	1	0	0	0	0	1
165	1989	1	4	46.5	7.78846	1.128171	12.06463	0	1	0	0	1	0	0	0	0	0
165	1990	0	5	46.4	7.858173	1.134623	12.06463	0	1	0	0	1	0	0	0	0	1
165	1991	1	6	46.2	8.049673	1.141033	12.06463	0	0	0	0	1	0	0	0	0	7
165	1992	7	7	45.6	8.296771	1.147403	12.06463	0	0	0	0	1	0	0	0	0	0
165	1993	0	8	45.4	8.444373	1.156881	12.06463	0	0	0	0	1	0	0	0	0	4
165	1994	4	9	45.1	8.587692	1.163151	12.06463	0	0	0	0	1	0	0	0	0	0
165	1995	0	10	45.1	8.682719	1.169381	12.06463	0	0	0	0	1	0	0	0	0	1
165	1996	1	11	44.8	8.738763	1.175573	12.06463	0	0	0	0	1	0	0	0	0	0
165	1997	0	12	44.5	8.787181	1.18479	12.06463	0	0	0	0	1	0	0	0	0	0
165	1998	0	13	44.6	8.811416	1.190888	12.06463	0	0	0	0	1	0	0	0	0	0
165	1999	0	14	44.6	8.73791	1.196948	12.06463	0	0	0	0	1	0	0	0	0	0
165	2000	0	15	44.6	8.69133	1.202972	12.06463	0	0	0	0	1	0	0	0	0	0
165	2001	0	16	44.6	8.599678	1.20896	12.06463	0	0	0	0	1	0	0	0	0	0
165	2002	0	17	44.6	8.191203	1.214913	12.06463	0	0	0	0	1	0	0	0	0	0
165	2003	0	18	44.6	8.056313	1.22083	12.06463	0	0	0	0	1	0	0	0	0	0
165	2004	0	19	45.2	8.216777	1.226712	12.06463	0	0	0	0	1	0	0	0	0	0
200	1970	1	90	30.1	7.715436	4.018723	12.395	0	1	0	0	1	0	0	0	0	0
200	1971	0	91	30.7	7.83157	4.023743	12.395	1	1	0	1	1	0	0	0	0	0
200	1972	0	92	31	7.965636	4.026779	12.395	1	1	0	1	1	0	0	0	0	9
200	1973	9	93	30.1	8.089964	4.029095	12.395	1	1	0	1	1	0	0	0	0	27
200	1974	27	94	29.2	8.167048	4.029273	12.395	1	1	0	1	1	0	0	0	0	22
200	1975	22	95	28.3	8.337425	4.029273	12.395	1	1	0	1	1	0	0	0	0	5
200	1976	5	96	28.2	8.299232	4.029095	12.395	1	1	0	1	1	0	0	0	0	2
200	1977	2	97	27.9	8.408839	4.028561	12.395	1	1	0	1	1	0	0	0	0	27
200	1978	27	98	28.1	8.649337	4.028383	12.395	.5	1	0	2	1	0	0	0	0	80
200	1979	80	99	29.4	8.905633	4.02945	12.395	1	1	0	2	1	0	0	0	0	35
200	1980	35	100	29.9	9.147582	4.030872	12.395	.5	1	0	2	1	0	0	0	0	15
200	1981	15	101	30.4	9.096326	4.032115	12.395	1	1	0	2	1	0	0	0	0	3
200	1982	3	102	30.2	9.04597	4.031405	12.395	.5	1	3	2	1	0	0	0	0	58
200	1983	58	103	30.7	8.998765	4.032115	12.395	0	1	0	2	1	0	0	0	0	53
200	1984	53	104	30.8	8.939219	4.033533	12.395	0	1	0	2	1	0	0	0	0	25
200	1985	25	105	32.1	8.982926	4.036362	12.395	0	1	0	2	1	0	0	0	0	17
200	1986	17	106	32.8	9.190584	4.039536	12.395	0	1	0	2	1	0	0	0	0	42
200	1987	42	107	34.3	9.39305	4.0427	12.395	0	1	0	2	1	0	0	0	0	88
200	1988	88	108	35.8	9.587077	4.045855	12.395	0	1	0	2	1	0	0	0	0	81
200	1989	81	109	36.2	9.589954	4.04865	12.395	0	1	0	2	1	0	0	0	0	73
200	1990	73	110	37.3	9.745191	4.051611	12.395	0	1	0	2	1	0	0	0	0	187
200	1991	187	111	37.4	9.788512	4.054737	12.395	0	0	3	2	1	0	0	0	0	200
200	1992	200	112	32	9.826657	4.058199	12.395	0	0	0	0	1	0	0	0	0	0
200	1993	0	113	31.7	9.714894	4.06096	12.395	0	0	0	0	1	0	0	0	0	41
200	1994	41	114	31.1	9.797654	4.064057	12.395	0	0	0	0	1	0	0	0	0	2
200	1995	2	115	30.5	9.875914	4.06783	12.395	0	0	0	0	1	0	0	0	0	3
200	1996	3	116	30.2	9.923465	4.071076	12.395	0	0	0	0	1	0	0	0	0	6
200	1997	6	117	29.8	10.03141	4.074312	12.395	0	0	0	0	1	0	0	0	0	55
200	1998	55	118	36	10.10788	4.078215	12.395	0	0	0	2	1	0	0	0	0	33
200	1999	33	119	36	10.12	4.082441	12.395	0	0	0	0	1	0	0	0	0	22
200	2000	22	120	36	10.10214	4.086312	12.395	0	0	0	0	1	0	0	0	0	49
200	2001	49	121	36	10.10169	4.089667	12.395	0	0	0	0	1	0	0	0	0	9
200	2002	9	122	36	10.20131	4.092844	12.395	0	0	0	0	1	0	0	0	0	18
200	2003	18	123	36	10.34165	4.09601	12.395	0	0	3	0	1	0	0	0	0	3
200	2004	3	124	34	10.51196	4.098835	12.395	0	0	0	0	1	0	0	0	0	15
205	1970	0	49	35.6	7.328017	1.081805	11.14025	0	1	0	0	1	0	0	0	0	0
205	1971	0	50	35.6	7.463638	1.091923	11.14025	0	1	0	0	1	0	0	0	0	0
205	1972	0	51	35.6	7.661626	1.105257	11.14025	0	1	0	0	1	0	0	0	0	0
205	1973	0	52	43.7	7.80611	1.121678	11.14025	0	1	0	0	1	0	0	0	0	0
205	1974	0	53	35.6	7.845388	1.137833	11.14025	0	1	0	0	1	0	0	0	0	0
205	1975	0	54	40.4	8.006497	1.156881	11.14025	0	1	0	0	1	0	0	0	0	1
205	1976	1	55	40.4	7.978579	1.172482	11.14025	0	1	0	0	1	0	0	0	0	1
205	1977	1	56	40.1	8.127419	1.18479	11.14025	0	1	0	0	1	0	0	0	0	2
205	1978	2	57	39.8	8.363594	1.196948	11.14025	0	1	0	0	1	0	0	0	0	0
205	1979	0	58	39.4	8.568964	1.214913	11.14025	0	1	0	0	1	0	0	0	0	2
205	1980	2	59	40.7	8.728185	1.223776	11.14025	0	1	0	0	1	0	0	0	0	1
205	1981	1	60	38.6	8.658576	1.235471	11.14025	0	1	0	0	1	0	0	0	0	1
205	1982	1	61	38.5	8.659759	1.247032	11.14025	0	1	0	0	1	0	0	0	0	0
205	1983	0	62	38.5	8.607654	1.252763	11.14025	0	1	0	0	1	0	0	0	0	0
205	1984	0	63	38.2	8.546566	1.261298	11.14025	0	1	0	0	1	0	0	0	0	0
205	1985	0	64	37.8	8.587854	1.264127	11.14025	0	1	0	0	1	0	0	0	0	1
205	1986	1	65	37.5	8.895458	1.264127	11.14025	0	1	0	0	1	0	0	0	0	1
205	1987	1	66	39.6	9.064555	1.264127	11.14025	0	1	0	0	1	0	0	0	0	0
205	1988	0	67	36.1	9.162879	1.261298	11.14025	0	1	0	0	1	0	0	0	0	0
205	1989	0	68	35.7	9.193785	1.255616	11.14025	0	1	0	0	1	0	0	0	0	0
205	1990	0	69	35.1	9.434608	1.255616	11.14025	0	1	0	0	1	0	0	0	0	13
205	1991	13	70	34.7	9.441999	1.261298	11.14025	0	0	0	0	1	0	0	0	0	6
205	1992	6	71	34.1	9.537783	1.26976	11.14025	0	0	0	0	1	0	0	0	0	0
205	1993	0	72	33.7	9.471667	1.275363	11.14025	0	0	0	0	1	0	0	0	0	6
205	1994	6	73	32.8	9.557037	1.280934	11.14025	0	0	0	0	1	0	0	0	0	1
205	1995	1	74	31.6	9.726412	1.283708	11.14025	0	0	0	0	1	0	0	0	0	0
205	1996	0	75	30.8	9.825362	1.291984	11.14025	0	0	0	0	1	0	0	0	0	2
205	1997	2	76	29.9	9.893064	1.300192	11.14025	0	0	0	0	1	0	0	0	0	1
205	1998	1	77	29.9	9.957334	1.311032	11.14025	0	0	0	0	1	0	0	0	0	0
205	1999	0	78	29.9	10.00705	1.321756	11.14025	0	0	0	0	1	0	0	0	0	0
205	2000	0	79	29.9	9.994289	1.332366	11.14025	0	0	0	0	1	0	0	0	0	0
205	2001	0	80	29.9	10.04611	1.345472	11.14025	0	0	0	0	1	0	0	0	0	0
205	2002	0	81	29.9	10.17394	1.355835	11.14025	0	0	0	0	1	0	0	0	0	1
205	2003	1	82	29.9	10.44179	1.366092	11.14025	0	0	0	0	1	0	0	0	0	0
205	2004	0	83	32	10.58778	1.378766	11.14025	0	0	0	0	1	0	0	0	0	0
210	1970	0	24	35.6	7.925064	2.567254	10.43067	0	1	0	0	1	0	0	0	0	0
210	1971	0	25	35.6	8.062209	2.579459	10.43067	0	1	0	0	1	0	0	0	0	1
210	1972	1	26	35.6	8.258982	2.590017	10.43067	0	1	0	0	1	0	0	0	0	0
210	1973	0	27	35.6	8.532636	2.598235	10.43067	0	1	0	0	1	0	0	0	0	1
210	1974	1	28	35.6	8.690486	2.605648	10.43067	0	1	0	0	1	0	0	0	0	1
210	1975	1	29	33.6	8.83301	2.613739	10.43067	0	1	0	0	1	0	0	0	0	0
210	1976	0	30	38.6	8.916848	2.622492	10.43067	0	1	0	0	1	0	0	0	0	2
210	1977	2	31	33.4	9.06502	2.628285	10.43067	0	1	0	0	1	0	0	0	0	0
210	1978	0	32	37.9	9.256305	2.634762	10.43067	0	1	0	0	1	0	0	0	0	0
210	1979	0	33	33.1	9.393902	2.641198	10.43067	0	1	0	0	1	0	0	0	0	1
210	1980	1	34	36.7	9.464103	2.649008	10.43067	0	1	0	0	1	0	0	0	0	0
210	1981	0	35	31.7	9.269575	2.656757	10.43067	0	1	0	0	1	0	0	0	0	0
210	1982	0	36	32.6	9.236302	2.660959	10.43067	0	1	0	0	1	0	0	0	0	1
210	1983	1	37	32.6	9.209081	2.664447	10.43067	0	1	0	0	1	0	0	0	0	1
210	1984	1	38	35.8	9.136433	2.668616	10.43067	0	1	0	0	1	0	0	0	0	2
210	1985	2	39	34.1	9.122337	2.673459	10.43067	0	1	0	0	1	0	0	0	0	5
210	1986	5	40	34.7	9.45183	2.678965	10.43067	0	1	0	0	1	0	0	0	0	1
210	1987	1	41	34.4	9.655847	2.685805	10.43067	0	1	0	0	1	0	0	0	0	1
210	1988	1	42	34	9.712009	2.691921	10.43067	0	1	0	0	1	0	0	0	0	1
210	1989	1	43	34.6	9.694526	2.698	10.43067	0	1	0	0	1	0	0	0	0	1
210	1990	1	44	32.4	9.88203	2.704711	10.43067	0	1	0	0	1	0	0	0	0	2
210	1991	2	45	34.4	9.907034	2.712706	10.43067	0	0	3	0	1	0	0	0	0	2
210	1992	2	46	31.5	9.998799	2.71932	10.43067	0	0	0	0	1	0	0	0	0	0
210	1993	0	47	31.3	9.973039	2.726545	10.43067	0	0	0	0	1	0	0	0	0	2
210	1994	2	48	30.8	10.04263	2.733068	10.43067	0	0	0	0	1	0	0	0	0	2
210	1995	2	49	30.3	10.22207	2.738256	10.43067	0	0	0	0	1	0	0	0	0	0
210	1996	0	50	29.9	10.20941	2.742774	10.43067	0	0	0	0	1	0	0	0	0	0
210	1997	0	51	29.6	10.13061	2.747271	10.43067	0	0	0	0	1	0	0	0	0	0
210	1998	0	52	29.6	10.1418	2.753661	10.43067	0	0	0	0	1	0	0	0	0	0
210	1999	0	53	29.6	10.17812	2.76001	10.43067	0	0	0	0	1	0	0	0	0	0
210	2000	0	54	29.6	10.11573	2.766948	10.43067	0	0	0	0	1	0	0	0	0	0
210	2001	0	55	29.6	10.13468	2.773838	10.43067	0	0	0	0	1	0	0	0	0	1
210	2002	1	56	29.6	10.21845	2.780061	10.43067	0	0	0	0	1	0	0	0	0	1
210	2003	1	57	29.6	10.42102	2.786245	10.43067	0	0	0	0	1	0	0	0	0	0
210	2004	0	58	30.9	10.55517	2.792391	10.43067	0	0	0	0	1	0	0	0	0	0
211	1970	0	25	35.6	7.923794	2.265921	10.31818	0	1	0	0	1	0	0	0	0	0
211	1971	0	26	35.6	8.029208	2.269028	10.31818	0	1	0	0	1	0	0	0	0	0
211	1972	0	27	35.6	8.247055	2.273156	10.31818	0	1	0	0	1	0	0	0	0	0
211	1973	0	28	35.6	8.49166	2.276241	10.31818	0	1	0	0	1	0	0	0	0	0
211	1974	0	29	35.6	8.648653	2.279316	10.31818	0	1	0	0	1	0	0	0	0	0
211	1975	0	30	38.5	8.80455	2.282382	10.31818	0	1	0	0	1	0	0	0	0	0
211	1976	0	31	38.3	8.882737	2.283402	10.31818	0	1	0	0	1	0	0	0	0	0
211	1977	0	32	38.1	9.031517	2.284421	10.31818	0	1	0	0	1	0	0	0	0	1
211	1978	1	33	37.6	9.230269	2.285439	10.31818	0	1	0	0	1	0	0	0	0	1
211	1979	1	34	33.3	9.363605	2.286456	10.31818	0	1	0	0	1	0	0	0	0	0
211	1980	0	35	36	9.446567	2.287472	10.31818	0	1	0	0	1	0	0	0	0	1
211	1981	1	36	35.7	9.255309	2.287472	10.31818	0	1	0	0	1	0	0	0	0	0
211	1982	0	37	35.5	9.121607	2.288486	10.31818	0	1	0	0	1	0	0	0	0	1
211	1983	1	38	35.5	9.066384	2.288486	10.31818	0	1	0	0	1	0	0	0	0	4
211	1984	4	39	35	9.023572	2.288486	10.31818	0	1	0	0	1	0	0	0	0	10
211	1985	10	40	31.2	9.060637	2.288486	10.31818	0	1	0	0	1	0	0	0	0	0
211	1986	0	41	33.8	9.39134	2.288486	10.31818	0	1	0	0	1	0	0	0	0	0
211	1987	0	42	32.9	9.612514	2.2895	10.31818	0	1	0	0	1	0	0	0	0	4
211	1988	4	43	31.6	9.693824	2.290513	10.31818	0	1	0	0	1	0	0	0	0	1
211	1989	1	44	31.6	9.69712	2.296567	10.31818	0	1	0	0	1	0	0	0	0	0
211	1990	0	45	31.2	9.918565	2.299581	10.31818	0	1	0	0	1	0	0	0	0	1
211	1991	1	46	30.8	9.943736	2.302585	10.31818	0	0	3	0	1	0	0	0	0	0
211	1992	0	47	31.9	10.04856	2.307573	10.31818	0	0	0	0	1	0	0	0	0	0
211	1993	0	48	30.2	10.01053	2.311545	10.31818	0	0	0	0	1	0	0	0	0	2
211	1994	2	49	29.8	10.10053	2.314514	10.31818	0	0	0	0	1	0	0	0	0	1
211	1995	1	50	29.2	10.25708	2.318458	10.31818	0	0	0	0	1	0	0	0	0	0
211	1996	0	51	29	10.22526	2.320425	10.31818	0	0	0	0	1	0	0	0	0	1
211	1997	1	52	28.8	10.125	2.322388	10.31818	0	0	0	0	1	0	0	0	0	1
211	1998	1	53	28.8	10.14348	2.324347	10.31818	0	0	0	0	1	0	0	0	0	0
211	1999	0	54	28.8	10.13791	2.326302	10.31818	0	0	0	0	1	0	0	0	0	0
211	2000	0	55	28.8	10.04797	2.328253	10.31818	0	0	0	0	1	0	0	0	0	0
211	2001	0	56	28.8	10.03673	2.331172	10.31818	0	0	0	0	1	0	0	0	0	2
211	2002	2	57	28.8	10.11603	2.333114	10.31818	0	0	0	0	1	0	0	0	0	5
211	2003	5	58	28.8	10.32315	2.335052	10.31818	0	0	0	0	1	0	0	0	0	0
211	2004	0	60	33	10.46513	2.336987	10.31818	0	0	0	0	1	0	0	0	0	0
212	1970	0	25	35.6	8.024679	-1.07881	7.857481	0	1	0	0	1	0	0	0	0	0
212	1971	0	26	35.6	8.060678	-1.07881	7.857481	0	1	0	0	1	0	0	0	0	0
212	1972	0	27	35.6	8.287239	-1.049822	7.857481	0	1	0	0	1	0	0	0	0	0
212	1973	0	28	35.6	8.584459	-1.049822	7.857481	0	1	0	0	1	0	0	0	0	0
212	1974	0	29	35.6	8.784698	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1975	0	30	38.6	8.823932	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1976	0	31	38.5	8.936963	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1977	0	32	38.3	9.055681	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1978	0	33	37.7	9.273395	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1979	0	34	37.1	9.427268	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1980	0	35	36.4	9.52799	-1.021651	7.857481	0	1	0	0	1	0	0	0	0	0
212	1981	0	36	36.1	9.388814	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	0
212	1982	0	37	35.9	9.385893	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	0
212	1983	0	38	35.7	9.393026	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	0
212	1984	0	39	35.1	9.360631	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	5
212	1985	5	40	32.1	9.396566	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	1
212	1986	1	41	33.2	9.745461	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	0
212	1987	0	42	32.3	9.968399	-.9942523	7.857481	0	1	0	0	1	0	0	0	0	0
212	1988	0	43	30.9	10.06248	-.967584	7.857481	0	1	0	0	1	0	0	0	0	0
212	1989	0	44	30	10.11059	-.967584	7.857481	0	1	0	0	1	0	0	0	0	0
212	1990	0	45	29.8	10.35358	-.967584	7.857481	0	1	0	0	1	0	0	0	0	0
212	1991	0	46	29	10.42945	-.9416085	7.857481	0	0	0	0	1	0	0	0	0	0
212	1992	0	47	28	10.52528	-.9416085	7.857481	0	0	0	0	1	0	0	0	0	0
212	1993	0	48	26.8	10.51802	-.9162907	7.857481	0	0	0	0	1	0	0	0	0	3
212	1994	3	49	26.1	10.57237	-.9162907	7.857481	0	0	0	0	1	0	0	0	0	0
212	1995	0	50	25.5	10.75225	-.8915981	7.857481	0	0	0	0	1	0	0	0	0	0
212	1996	0	51	25.1	10.73865	-.8675006	7.857481	0	0	0	0	1	0	0	0	0	0
212	1997	0	52	35.6	10.65321	-.8675006	7.857481	0	0	0	0	1	0	0	0	0	0
212	1998	0	53	30.8	10.63933	-.8439701	7.857481	0	0	0	0	1	0	0	0	0	0
212	1999	0	54	30.8	10.69223	-.8439701	7.857481	0	0	0	0	1	0	0	0	0	0
212	2000	0	55	30.8	10.60294	-.8209805	7.857481	0	0	0	0	1	0	0	0	0	0
212	2001	0	56	30.8	10.60508	-.7985078	7.857481	0	0	0	0	1	0	0	0	0	0
212	2002	0	57	30.8	10.63446	-.7985078	7.857481	0	0	0	0	1	0	0	0	0	0
212	2003	0	58	30.8	10.78335	-.7765288	7.857481	0	0	0	0	1	0	0	0	0	0
212	2004	0	85	26	11.06602	-.7765288	7.857481	0	0	0	0	1	0	0	0	0	0
220	1970	0	1	44	10.60334	1.654411	13.36931	0	1	0	0	1	0	0	0	0	0
220	1971	0	2	35.6	7.955769	3.949704	13.36931	0	1	0	0	1	0	0	0	0	0
220	1972	0	3	35.6	8.058007	3.959479	13.36931	0	1	0	0	1	0	0	0	0	2
220	1973	2	4	35.6	8.253608	3.968214	13.36931	0	1	0	0	1	0	0	0	0	13
220	1974	13	5	35.6	8.508727	3.976499	13.36931	0	1	0	0	1	0	0	0	0	12
220	1975	12	6	43	8.577814	3.983227	13.36931	0	1	0	0	1	0	0	0	0	14
220	1976	14	7	38.4	8.801541	3.988243	13.36931	0	1	0	0	1	0	0	0	0	32
220	1977	32	8	38.1	8.8306	3.991943	13.36931	0	1	0	0	1	0	0	0	0	18
220	1978	18	9	37.6	8.924617	3.995996	13.36931	0	1	0	0	1	0	0	0	0	87
220	1979	87	10	34.9	9.124802	4.000034	13.36931	0	1	0	0	1	0	0	0	0	46
220	1980	46	11	36.1	9.311965	4.00442	13.36931	0	1	0	0	1	0	0	0	0	35
220	1981	35	12	35.7	9.442604	4.009331	13.36931	0	1	0	0	1	0	0	0	0	23
220	1982	23	13	35.5	9.305305	4.01458	13.36931	0	1	0	0	1	0	0	0	0	36
220	1983	36	14	35.5	9.242887	4.01998	13.36931	0	1	0	0	1	0	0	0	0	52
220	1984	52	15	34.9	9.187102	4.024101	13.36931	0	1	0	0	1	0	0	0	0	29
220	1985	29	16	34.6	9.126554	4.029806	13.36931	0	1	0	0	1	0	0	0	0	29
220	1986	29	17	33.8	9.169193	4.034064	13.36931	0	1	0	0	1	0	0	0	0	9
220	1987	9	18	32.9	9.503603	4.038303	13.36931	0	1	0	0	1	0	0	0	0	22
220	1988	22	19	32	9.694165	4.042876	13.36931	0	1	0	0	1	0	0	0	0	15
220	1989	15	20	31.7	9.77297	4.047602	13.36931	0	1	0	0	1	0	0	0	0	4
220	1990	4	21	31.4	9.767846	4.057335	13.36931	0	1	0	0	1	0	0	0	0	42
220	1991	42	22	31.1	9.973619	4.06337	13.36931	0	0	3	0	1	0	0	0	0	34
220	1992	34	23	30.6	9.967929	4.069198	13.36931	0	0	0	0	1	0	0	0	0	0
220	1993	0	24	30.5	10.06033	4.075162	13.36931	0	0	0	0	1	0	0	0	0	27
220	1994	27	25	30.1	9.998627	4.080415	13.36931	0	0	0	0	1	0	0	0	0	13
220	1995	13	26	29.6	10.04515	4.085135	13.36931	0	0	0	0	1	0	0	0	0	34
220	1996	34	27	29.3	10.17886	4.089499	13.36931	0	0	0	0	1	0	0	0	0	4
220	1997	4	28	29.1	10.18009	4.094011	13.36931	0	0	0	0	1	0	0	0	0	5
220	1998	5	29	29.1	10.07722	4.098503	13.36931	0	0	0	0	1	0	0	0	0	8
220	1999	8	30	29.1	10.10624	4.103304	13.36931	0	0	0	0	1	0	0	0	0	11
220	2000	11	31	29.1	10.09937	4.107919	13.36931	0	0	0	0	1	0	0	0	0	7
220	2001	7	32	29.1	9.999687	4.113166	13.36931	0	0	0	0	1	0	0	0	0	4
220	2002	4	33	29.1	10.00107	4.118712	13.36931	0	0	0	0	1	0	0	0	0	4
220	2003	4	34	29.1	10.07052	4.124389	13.36931	0	0	0	0	1	0	0	0	0	1
220	2004	1	35	28	10.27962	4.129872	13.36931	0	0	0	0	1	0	0	0	0	1
225	1970	1	122	35.6	8.218294	1.835776	10.59084	0	1	0	0	1	0	0	0	0	0
225	1971	0	123	35.6	8.387875	1.846879	10.59084	0	1	0	0	1	0	0	0	0	0
225	1972	0	124	35.6	8.581849	1.856298	10.59084	0	1	0	0	1	0	0	0	0	1
225	1973	1	125	35.6	8.873541	1.862529	10.59084	0	1	0	0	1	0	0	0	0	0
225	1974	0	126	35.6	9.01617	1.865629	10.59084	0	1	0	0	1	0	0	0	0	0
225	1975	0	127	37.2	9.155493	1.856298	10.59084	0	1	0	0	1	0	0	0	0	0
225	1976	0	128	37.1	9.216165	1.8453	10.59084	0	1	0	0	1	0	0	0	0	2
225	1977	2	129	36.8	9.289612	1.843719	10.59084	0	1	0	0	1	0	0	0	0	1
225	1978	1	130	36.3	9.619056	1.8453	10.59084	0	1	0	0	1	0	0	0	0	3
225	1979	3	131	35.4	9.736528	1.848455	10.59084	0	1	0	0	1	0	0	0	0	3
225	1980	3	132	34.3	9.794352	1.854734	10.59084	0	1	0	0	1	0	0	0	0	9
225	1981	9	133	33.7	9.709275	1.860975	10.59084	0	1	0	0	1	0	0	0	0	1
225	1982	1	134	33.8	9.718257	1.867176	10.59084	0	1	0	0	1	0	0	0	0	3
225	1983	3	135	33.7	9.713892	1.871802	10.59084	0	1	0	0	1	0	0	0	0	1
225	1984	1	136	33.1	9.669857	1.876407	10.59084	0	1	0	0	1	0	0	0	0	3
225	1985	3	137	32.3	9.676229	1.880991	10.59084	0	1	0	0	1	0	0	0	0	0
225	1986	0	138	31.5	10.01908	1.88707	10.59084	0	1	0	0	1	0	0	0	0	0
225	1987	0	139	30.6	10.23186	1.894617	10.59084	0	1	0	0	1	0	0	0	0	1
225	1988	1	140	29.6	10.30986	1.902107	10.59084	0	1	0	0	1	0	0	0	0	0
225	1989	0	141	29.3	10.25962	1.911023	10.59084	0	1	0	0	1	0	0	0	0	0
225	1990	0	142	28.8	10.48371	1.922788	10.59084	0	1	0	0	1	0	0	0	0	1
225	1991	1	143	28.7	10.48395	1.934416	10.59084	0	0	0	0	1	0	0	0	0	1
225	1992	1	144	28.4	10.51087	1.94591	10.59084	0	0	0	0	1	0	0	0	0	0
225	1993	0	145	28.2	10.47881	1.954445	10.59084	0	0	0	0	1	0	0	0	0	0
225	1994	0	146	28	10.56417	1.962908	10.59084	0	0	0	0	1	0	0	0	0	0
225	1995	0	147	27.7	10.72316	1.96851	10.59084	0	0	0	0	1	0	0	0	0	1
225	1996	1	148	27.6	10.68718	1.971299	10.59084	0	0	0	0	1	0	0	0	0	0
225	1997	0	149	27.5	10.56165	1.972691	10.59084	0	0	0	0	1	0	0	0	0	0
225	1998	0	150	27.5	10.59379	1.975469	10.59084	0	0	0	0	1	0	0	0	0	2
225	1999	2	151	27.5	10.5833	1.978239	10.59084	0	0	0	0	1	0	0	0	0	0
225	2000	0	152	27.5	10.51645	1.983756	10.59084	0	0	0	0	1	0	0	0	0	0
225	2001	0	153	27.5	10.50459	1.989243	10.59084	0	0	0	0	1	0	0	0	0	0
225	2002	0	154	27.5	10.57309	1.99606	10.59084	0	0	0	0	1	0	0	0	0	2
225	2003	2	155	27.5	10.76193	2.002831	10.59084	0	0	0	0	1	0	0	0	0	0
225	2004	0	156	33.7	10.86272	2.008214	10.59084	0	0	0	0	1	0	0	0	0	0
230	1970	2	31	35.6	7.058423	3.522825	13.12145	0	1	0	0	0	1	0	0	0	16
230	1971	16	32	35.6	7.179422	3.532226	13.12145	0	1	0	0	0	1	0	0	0	15
230	1972	15	33	35.6	7.409264	3.541249	13.12145	0	1	0	0	0	1	0	0	0	10
230	1973	10	34	37.1	7.687676	3.550766	13.12145	0	1	0	0	0	1	0	0	0	8
230	1974	8	35	35.6	7.894146	3.560478	13.12145	0	1	0	0	0	1	0	0	0	114
230	1975	114	0	39.8	8.044812	3.571221	13.12145	0	1	0	0	0	1	0	0	0	28
230	1976	28	0	39.7	8.061338	3.583519	13.12145	0	1	0	0	0	1	0	0	0	103
230	1977	103	0	39.5	8.158693	3.595667	13.12145	0	1	0	0	1	0	0	0	0	139
230	1978	139	0	39.3	8.339357	3.607127	13.12145	0	1	0	0	1	0	0	0	0	193
230	1979	193	1	38.9	8.622628	3.616309	13.12145	0	1	0	0	1	0	0	0	0	136
230	1980	136	2	36.8	8.693477	3.624074	13.12145	0	1	0	1	1	0	0	0	0	79
230	1981	79	3	38.2	8.543565	3.630985	13.12145	0	1	0	1	1	0	0	0	0	91
230	1982	91	4	38.1	8.502508	3.63706	13.12145	0	1	0	0	1	0	0	0	0	62
230	1983	62	5	38	8.358041	3.642312	13.12145	0	1	0	0	1	0	0	0	0	76
230	1984	76	6	37.7	8.360745	3.647015	13.12145	0	1	0	0	1	0	0	0	0	65
230	1985	65	7	35.2	8.412715	3.651697	13.12145	0	1	0	0	1	0	0	0	0	50
230	1986	50	8	36	8.738544	3.656098	13.12145	0	1	0	0	1	0	0	0	0	44
230	1987	44	9	35.8	8.971946	3.66048	13.12145	0	1	0	1	1	0	0	0	0	110
